fecha,country,revenue_usd,total_transactions,sesiones
2017-03-10,Colombia,,,17
2017-03-10,Congo - Kinshasa,,,1
2017-03-10,Costa Rica,,,2
2017-03-10,Croatia,,,8
2017-03-10,Czechia,,,22
2017-03-10,Denmark,,,10
2017-03-10,Dominican Republic,,,2
2017-03-10,Ecuador,,,3
2017-03-10,Egypt,,,5
2017-03-10,El Salvador,,,1
2017-03-10,Estonia,,,3
2017-03-10,Finland,,,4
2017-03-10,France,,,81
2017-03-10,Georgia,,,2
2017-03-10,Germany,,,52
2017-03-10,Greece,,,15
2017-03-10,Guatemala,,,4
2017-03-10,Honduras,,,1
2017-03-10,Hong Kong,,,13
2017-03-10,Hungary,,,7
2017-03-10,India,,,104
2017-03-10,Indonesia,,,21
2017-03-10,Iraq,,,3
2017-03-10,Ireland,,,9
2017-03-10,Isle of Man,,,1
2017-03-10,Israel,,,9
2017-03-10,Italy,,,26
2017-03-10,Jamaica,,,1
2017-03-10,Japan,1054.0,1,35
2017-03-10,Kazakhstan,,,1
2017-03-10,Kenya,,,2
2017-03-10,Kosovo,,,1
2017-03-10,Kyrgyzstan,,,1
2017-03-10,Latvia,,,1
2017-03-10,Lithuania,,,1
2017-03-10,Macedonia (FYROM),,,1
2017-03-10,Malaysia,,,63
2017-03-10,Maldives,,,1
2017-03-10,Mexico,,,32
2017-03-10,Moldova,,,1
2017-03-10,Morocco,,,9
2017-03-10,Nepal,,,1
2017-03-10,Netherlands,,,22
2017-03-10,New Zealand,,,4
2017-03-10,Norway,,,2
2017-03-10,Pakistan,,,8
2017-03-10,Palestine,,,1
2017-03-10,Panama,,,1
2017-03-10,Paraguay,,,2
2017-03-10,Peru,,,6
2017-03-10,Philippines,,,17
2017-03-10,Poland,,,25
2017-03-10,Portugal,,,4
2017-03-10,Puerto Rico,,,1
2017-03-10,Qatar,,,2
2017-03-10,Romania,,,8
2017-03-10,Russia,,,41
2017-03-10,Saudi Arabia,,,4
2017-03-10,Serbia,,,2
2017-03-10,Singapore,,,2
2017-03-10,Slovakia,,,8
2017-03-10,Slovenia,,,1
2017-03-10,South Africa,,,8
2017-03-10,South Korea,,,10
2017-03-10,Spain,,,39
2017-03-10,Sri Lanka,,,1
2017-03-10,Sweden,,,16
2017-03-10,Switzerland,,,5
2017-03-10,Taiwan,,,109
2017-03-10,Thailand,,,23
2017-03-10,Tunisia,,,2
2017-03-10,Turkey,,,22
2017-03-10,Ukraine,,,20
2017-03-10,United Arab Emirates,,,3
2017-03-10,United Kingdom,,,101
2017-03-10,United States,3788.37,31,861
2017-03-10,Venezuela,,,11
2017-03-10,Vietnam,,,21
2017-03-10,Zimbabwe,,,1
2017-03-11,(not set),,,2
2017-03-11,Albania,,,1
2017-03-11,Algeria,,,3
2017-03-11,Andorra,,,1
2017-03-11,Argentina,,,9
2017-03-11,Armenia,,,1
2017-03-11,Australia,,,38
2017-03-11,Austria,,,6
2017-03-11,Azerbaijan,,,2
2017-03-11,Bangladesh,,,9
2017-03-11,Belarus,,,1
2017-03-11,Belgium,,,11
2017-03-11,Bosnia & Herzegovina,,,2
2017-03-11,Brazil,,,32
2017-03-11,Bulgaria,,,3
2017-03-11,Cambodia,,,1
2017-03-11,Cameroon,,,1
2017-03-11,Canada,,,41
2017-03-11,Chile,,,3
2017-03-11,China,,,10
2017-03-11,Colombia,,,8
2017-03-11,Costa Rica,,,1
2017-03-11,Croatia,,,3
2017-03-11,Czechia,,,15
2017-03-11,Denmark,,,5
2017-03-11,Dominican Republic,,,4
2017-03-11,Egypt,,,9
2017-03-11,El Salvador,,,1
2017-03-11,Finland,,,1
2017-03-11,France,,,41
2017-03-11,Germany,,,40
2017-03-11,Greece,,,13
2017-03-11,Guatemala,,,2
2017-03-11,Hong Kong,,,10
2017-03-11,Hungary,,,5
2017-03-11,India,,,133
2017-03-11,Indonesia,,,20
2017-03-11,Iraq,,,4
2017-03-11,Ireland,,,10
2017-03-11,Israel,,,9
2017-03-11,Italy,,,28
2017-03-11,Japan,,,58
2017-03-11,Jordan,,,1
2017-03-11,Kazakhstan,,,1
2017-03-11,Kosovo,,,1
2017-03-11,Latvia,,,7
2017-03-11,Libya,,,1
2017-03-11,Lithuania,,,1
2017-03-11,Macedonia (FYROM),,,1
2017-03-11,Malaysia,,,62
2017-03-11,Mali,,,1
2017-03-11,Mauritius,,,1
2017-03-11,Mexico,,,16
2017-03-11,Moldova,,,4
2017-03-11,Mongolia,,,1
2017-03-11,Montenegro,,,1
2017-03-11,Morocco,,,4
2017-03-11,Mozambique,,,1
2017-03-11,Namibia,,,1
2017-03-11,Nepal,,,1
2017-03-11,Netherlands,,,13
2017-03-11,New Zealand,,,7
2017-03-11,Norway,,,4
2017-03-11,Oman,,,1
2017-03-11,Pakistan,,,10
2017-03-11,Palestine,,,1
2017-03-11,Panama,,,2
2017-03-11,Peru,,,5
2017-03-11,Philippines,,,7
2017-03-11,Poland,,,23
2017-03-11,Portugal,,,3
2017-03-11,Puerto Rico,,,3
2017-03-11,Qatar,,,1
2017-03-11,Romania,,,7
2017-03-11,Russia,,,35
2017-03-11,Saudi Arabia,,,4
2017-03-11,Serbia,,,3
2017-03-11,Sierra Leone,,,1
2017-03-11,Singapore,,,4
2017-03-11,Slovakia,,,7
2017-03-11,Somalia,,,1
2017-03-11,South Africa,,,4
2017-03-11,South Korea,,,10
2017-03-11,Spain,,,30
2017-03-11,Sri Lanka,,,5
2017-03-11,Sweden,,,5
2017-03-11,Switzerland,,,15
2017-03-11,Taiwan,,,55
2017-03-11,Thailand,,,24
2017-03-11,Trinidad & Tobago,,,1
2017-03-11,Tunisia,,,1
2017-03-11,Turkey,,,28
2017-03-11,Ukraine,,,12
2017-03-11,United Arab Emirates,,,4
2017-03-11,United Kingdom,,,89
2017-03-11,United States,936.31,12,559
2017-03-11,Uruguay,,,2
2017-03-11,Venezuela,54.95,1,8
2017-03-11,Vietnam,,,9
2017-03-11,Yemen,,,1
2017-03-12,(not set),,,1
2017-03-12,Albania,,,2
2017-03-12,Algeria,,,9
2017-03-12,Argentina,,,3
2017-03-12,Armenia,,,1
2017-03-12,Australia,,,48
2017-03-12,Austria,,,4
2017-03-12,Azerbaijan,,,4
2017-03-12,Bangladesh,,,10
2017-03-12,Belarus,,,4
2017-03-12,Belgium,,,11
2017-03-12,Bolivia,,,1
2017-03-12,Bosnia & Herzegovina,,,1
2017-03-12,Brazil,,,30
2017-03-12,Bulgaria,,,5
2017-03-12,Cambodia,,,1
2017-03-12,Cameroon,,,2
2017-03-12,Canada,,,58
2017-03-12,Chile,,,4
2017-03-12,China,,,13
2017-03-12,Colombia,,,13
2017-03-12,Congo - Kinshasa,,,1
2017-03-12,Croatia,,,8
2017-03-12,Czechia,,,23
2017-03-12,Denmark,,,7
2017-03-12,Dominican Republic,,,1
2017-03-12,Ecuador,,,2
2017-03-12,Egypt,,,5
2017-03-12,Estonia,,,3
2017-03-12,Finland,,,1
2017-03-12,France,,,62
2017-03-12,Germany,,,47
2017-03-12,Greece,,,4
2017-03-12,Honduras,,,1
2017-03-12,Hong Kong,,,13
2017-03-12,Hungary,,,4
2017-03-12,Iceland,,,1
2017-03-12,India,,,106
2017-03-12,Indonesia,,,15
2017-03-12,Iraq,,,1
2017-03-12,Ireland,,,7
2017-03-12,Israel,,,15
2017-03-12,Italy,,,28
2017-03-12,Jamaica,,,4
2017-03-12,Japan,,,82
2017-03-12,Kazakhstan,,,4
2017-03-12,Kyrgyzstan,,,1
2017-03-12,Laos,,,1
2017-03-12,Latvia,,,2
2017-03-12,Lithuania,,,2
2017-03-12,Macedonia (FYROM),,,1
2017-03-12,Malaysia,,,15
2017-03-12,Malta,,,1
2017-03-12,Mexico,,,29
2017-03-12,Montenegro,,,1
2017-03-12,Namibia,,,1
2017-03-12,Netherlands,,,13
2017-03-12,New Caledonia,,,1
2017-03-12,New Zealand,,,9
2017-03-12,Nigeria,,,5
2017-03-12,Norway,,,5
2017-03-12,Pakistan,,,6
2017-03-12,Panama,,,2
2017-03-12,Paraguay,,,2
2017-03-12,Peru,,,3
2017-03-12,Philippines,,,10
2017-03-12,Poland,,,12
2017-03-12,Portugal,,,2
2017-03-12,Puerto Rico,28.99,1,4
2017-03-12,Qatar,,,3
2017-03-12,Romania,,,8
2017-03-12,Russia,,,34
2017-03-12,Rwanda,,,1
2017-03-12,Réunion,,,1
2017-03-12,Saudi Arabia,,,7
2017-03-12,Senegal,,,1
2017-03-12,Serbia,,,1
2017-03-12,Singapore,,,14
2017-03-12,Slovakia,,,5
2017-03-12,Slovenia,,,1
2017-03-12,South Africa,,,2
2017-03-12,South Korea,,,20
2017-03-12,Spain,,,15
2017-03-12,Sri Lanka,,,4
2017-03-12,Sweden,,,8
2017-03-12,Switzerland,,,8
2017-03-12,Taiwan,,,19
2017-03-12,Tanzania,,,1
2017-03-12,Thailand,,,18
2017-03-12,Tunisia,,,1
2017-03-12,Turkey,,,27
2017-03-12,Ukraine,,,11
2017-03-12,United Arab Emirates,,,6
2017-03-12,United Kingdom,,,85
2017-03-12,United States,664.88,11,660
2017-03-12,Venezuela,,,9
2017-03-12,Vietnam,,,13
2017-03-13,(not set),,,5
2017-03-13,Albania,,,1
2017-03-13,Algeria,,,7
2017-03-13,Argentina,,,7
2017-03-13,Armenia,,,1
2017-03-13,Australia,,,31
2017-03-13,Austria,,,5
2017-03-13,Azerbaijan,,,1
2017-03-13,Bangladesh,,,9
2017-03-13,Barbados,,,1
2017-03-13,Belarus,,,4
2017-03-13,Belgium,,,28
2017-03-13,Brazil,,,26
2017-03-13,Bulgaria,,,2
2017-03-13,Cambodia,,,1
2017-03-13,Cameroon,,,1
2017-03-13,Canada,857.1,1,82
2017-03-13,Chile,,,3
2017-03-13,China,,,15
2017-03-13,Colombia,,,15
2017-03-13,Croatia,,,5
2017-03-13,Cyprus,,,1
2017-03-13,Czechia,,,14
2017-03-13,Côte d’Ivoire,,,1
2017-03-13,Denmark,,,8
2017-03-13,Dominican Republic,,,3
2017-03-13,Ecuador,,,3
2017-03-13,Egypt,,,4
2017-03-13,Estonia,,,2
2017-03-13,Ethiopia,,,2
2017-03-13,Finland,,,1
2017-03-13,France,,,60
2017-03-13,Germany,,,54
2017-03-13,Greece,,,3
2017-03-13,Guatemala,,,1
2017-03-13,Hong Kong,,,11
2017-03-13,Hungary,,,6
2017-03-13,Iceland,,,1
2017-03-13,India,,,127
2017-03-13,Indonesia,,,21
2017-03-13,Ireland,28.95,1,19
2017-03-13,Israel,,,13
2017-03-13,Italy,,,31
2017-03-13,Japan,,,63
2017-03-13,Kazakhstan,,,4
2017-03-13,Kenya,,,1
2017-03-13,Kosovo,,,1
2017-03-13,Kuwait,,,2
2017-03-13,Kyrgyzstan,,,1
2017-03-13,Lithuania,,,2
2017-03-13,Macau,,,1
2017-03-13,Macedonia (FYROM),,,1
2017-03-13,Madagascar,,,1
2017-03-13,Malaysia,,,8
2017-03-13,Mauritius,,,2
2017-03-13,Mexico,,,22
2017-03-13,Mongolia,,,1
2017-03-13,Morocco,,,7
2017-03-13,Myanmar (Burma),,,3
2017-03-13,Nepal,,,1
2017-03-13,Netherlands,,,19
2017-03-13,New Zealand,,,9
2017-03-13,Nicaragua,,,3
2017-03-13,Nigeria,,,3
2017-03-13,Norway,,,7
2017-03-13,Pakistan,,,10
2017-03-13,Paraguay,,,1
2017-03-13,Peru,,,10
2017-03-13,Philippines,,,14
2017-03-13,Poland,,,23
2017-03-13,Portugal,,,15
2017-03-13,Puerto Rico,,,2
2017-03-13,Qatar,,,1
2017-03-13,Romania,,,9
2017-03-13,Russia,,,31
2017-03-13,Saudi Arabia,120.96,1,9
2017-03-13,Senegal,,,1
2017-03-13,Serbia,,,3
2017-03-13,Singapore,,,14
2017-03-13,Slovakia,,,3
2017-03-13,South Africa,,,5
2017-03-13,South Korea,,,15
2017-03-13,Spain,,,31
2017-03-13,Sri Lanka,,,4
2017-03-13,Sweden,,,7
2017-03-13,Switzerland,,,14
2017-03-13,Taiwan,,,188
2017-03-13,Tanzania,,,2
2017-03-13,Thailand,,,27
2017-03-13,Trinidad & Tobago,,,1
2017-03-13,Tunisia,,,3
2017-03-13,Turkey,25.46,1,41
2017-03-13,U.S. Virgin Islands,,,1
2017-03-13,Uganda,,,3
2017-03-13,Ukraine,,,13
2017-03-13,United Arab Emirates,,,5
2017-03-13,United Kingdom,,,110
2017-03-13,United States,4301.51,32,1103
2017-03-13,Uruguay,,,1
2017-03-13,Venezuela,,,7
2017-03-13,Vietnam,,,12
2017-03-14,(not set),,,5
2017-03-14,Albania,,,2
2017-03-14,Algeria,,,5
2017-03-14,Argentina,,,10
2017-03-14,Armenia,,,1
2017-03-14,Australia,,,31
2017-03-14,Austria,,,4
2017-03-14,Azerbaijan,,,1
2017-03-14,Bangladesh,,,15
2017-03-14,Belarus,,,9
2017-03-14,Belgium,,,12
2017-03-14,Benin,,,1
2017-03-14,Bolivia,,,1
2017-03-14,Bosnia & Herzegovina,,,1
2017-03-14,Brazil,,,34
2017-03-14,Bulgaria,,,4
2017-03-14,Cambodia,,,2
2017-03-14,Canada,,,75
2017-03-14,Chile,,,4
2017-03-14,China,,,12
2017-03-14,Colombia,,,9
2017-03-14,Congo - Kinshasa,,,1
2017-03-14,Costa Rica,,,1
2017-03-14,Czechia,,,12
2017-03-14,Denmark,,,9
2017-03-14,Ecuador,,,2
2017-03-14,Egypt,,,5
2017-03-14,Estonia,,,5
2017-03-14,Ethiopia,,,1
2017-03-14,Finland,,,6
2017-03-14,France,,,56
2017-03-14,Germany,,,62
2017-03-14,Greece,,,9
2017-03-14,Guyana,,,1
2017-03-14,Honduras,,,1
2017-03-14,Hong Kong,,,20
2017-03-14,Hungary,,,4
2017-03-14,India,,,136
2017-03-14,Indonesia,901.71,8,13
2017-03-14,Iraq,,,1
2017-03-14,Ireland,,,26
2017-03-14,Israel,,,13
2017-03-14,Italy,,,26
2017-03-14,Jamaica,,,1
2017-03-14,Japan,,,69
2017-03-14,Jordan,,,2
2017-03-14,Kuwait,,,2
2017-03-14,Latvia,,,2
2017-03-14,Lithuania,,,2
2017-03-14,Luxembourg,,,1
2017-03-14,Macedonia (FYROM),,,1
2017-03-14,Malaysia,,,9
2017-03-14,Mali,,,1
2017-03-14,Mauritius,,,1
2017-03-14,Mexico,,,37
2017-03-14,Morocco,,,9
2017-03-14,Myanmar (Burma),,,3
2017-03-14,Netherlands,,,38
2017-03-14,New Caledonia,,,1
2017-03-14,New Zealand,,,14
2017-03-14,Nicaragua,,,1
2017-03-14,Nigeria,,,6
2017-03-14,Norway,,,13
2017-03-14,Pakistan,,,21
2017-03-14,Peru,,,13
2017-03-14,Philippines,,,23
2017-03-14,Poland,,,60
2017-03-14,Portugal,,,5
2017-03-14,Puerto Rico,,,1
2017-03-14,Qatar,,,1
2017-03-14,Romania,,,5
2017-03-14,Russia,,,37
2017-03-14,Réunion,,,1
2017-03-14,Saudi Arabia,,,2
2017-03-14,Senegal,,,1
2017-03-14,Serbia,,,2
2017-03-14,Singapore,41.38,2,15
2017-03-14,Slovakia,,,6
2017-03-14,Slovenia,,,2
2017-03-14,South Africa,,,3
2017-03-14,South Korea,,,17
2017-03-14,Spain,,,38
2017-03-14,Sri Lanka,,,4
2017-03-14,Sweden,,,6
2017-03-14,Switzerland,,,12
2017-03-14,Taiwan,,,34
2017-03-14,Tanzania,,,1
2017-03-14,Thailand,,,28
2017-03-14,Trinidad & Tobago,,,1
2017-03-14,Tunisia,,,2
2017-03-14,Turkey,,,46
2017-03-14,Ukraine,,,16
2017-03-14,United Arab Emirates,,,4
2017-03-14,United Kingdom,,,104
2017-03-14,United States,2939.22,30,935
2017-03-14,Uruguay,,,2
2017-03-14,Uzbekistan,,,3
2017-03-14,Venezuela,,,3
2017-03-14,Vietnam,,,23
2017-03-15,(not set),,,1
2017-03-15,Albania,,,1
2017-03-15,Algeria,,,2
2017-03-15,Argentina,,,9
2017-03-15,Armenia,,,2
2017-03-15,Australia,,,25
2017-03-15,Austria,,,20
2017-03-15,Azerbaijan,,,1
2017-03-15,Bahamas,,,1
2017-03-15,Bangladesh,,,11
2017-03-15,Belarus,,,6
2017-03-15,Belgium,,,11
2017-03-15,Brazil,,,37
2017-03-15,Bulgaria,,,5
2017-03-15,Cambodia,,,2
2017-03-15,Canada,,,75
2017-03-15,Chile,,,2
2017-03-15,China,,,6
2017-03-15,Colombia,,,15
2017-03-15,Congo - Kinshasa,,,1
2017-03-15,Costa Rica,,,3
2017-03-15,Croatia,,,13
2017-03-15,Czechia,,,16
2017-03-15,Côte d’Ivoire,,,2
2017-03-15,Denmark,,,6
2017-03-15,Dominican Republic,,,2
2017-03-15,Ecuador,,,2
2017-03-15,Egypt,,,10
2017-03-15,Estonia,,,1
2017-03-15,France,,,54
2017-03-15,Georgia,,,1
2017-03-15,Germany,,,58
2017-03-15,Ghana,,,1
2017-03-15,Greece,,,9
2017-03-15,Guatemala,,,1
2017-03-15,Hong Kong,,,13
2017-03-15,Hungary,,,9
2017-03-15,India,,,141
2017-03-15,Indonesia,,,19
2017-03-15,Iraq,,,1
2017-03-15,Ireland,,,24
2017-03-15,Israel,,,14
2017-03-15,Italy,,,35
2017-03-15,Jamaica,,,1
2017-03-15,Japan,,,62
2017-03-15,Jordan,,,4
2017-03-15,Kazakhstan,,,2
2017-03-15,Kenya,,,3
2017-03-15,Kosovo,,,1
2017-03-15,Kuwait,,,2
2017-03-15,Latvia,,,8
2017-03-15,Lebanon,,,1
2017-03-15,Lithuania,,,2
2017-03-15,Macau,,,1
2017-03-15,Macedonia (FYROM),,,4
2017-03-15,Malaysia,,,8
2017-03-15,Malta,,,1
2017-03-15,Marshall Islands,,,1
2017-03-15,Mexico,,,26
2017-03-15,Morocco,,,7
2017-03-15,Netherlands,,,29
2017-03-15,New Zealand,,,9
2017-03-15,Nicaragua,,,1
2017-03-15,Nigeria,,,3
2017-03-15,Norway,,,11
2017-03-15,Pakistan,,,10
2017-03-15,Palestine,,,1
2017-03-15,Panama,,,1
2017-03-15,Peru,,,6
2017-03-15,Philippines,,,11
2017-03-15,Poland,,,22
2017-03-15,Portugal,,,5
2017-03-15,Puerto Rico,,,8
2017-03-15,Romania,,,8
2017-03-15,Russia,,,42
2017-03-15,Saudi Arabia,,,8
2017-03-15,Serbia,,,3
2017-03-15,Singapore,,,37
2017-03-15,Slovakia,,,6
2017-03-15,Slovenia,,,5
2017-03-15,South Africa,,,4
2017-03-15,South Korea,,,14
2017-03-15,Spain,,,36
2017-03-15,Sri Lanka,,,3
2017-03-15,Sweden,,,11
2017-03-15,Switzerland,,,17
2017-03-15,Taiwan,,,56
2017-03-15,Tanzania,,,1
2017-03-15,Thailand,,,23
2017-03-15,Turkey,,,45
2017-03-15,Uganda,,,1
2017-03-15,Ukraine,,,20
2017-03-15,United Arab Emirates,,,6
2017-03-15,United Kingdom,,,122
2017-03-15,United States,6541.25,30,1077
2017-03-15,Uruguay,,,2
2017-03-15,Venezuela,111.98,1,7
2017-03-15,Vietnam,,,12
2017-03-15,Yemen,,,1
2017-03-16,(not set),,,4
2017-03-16,Afghanistan,,,1
2017-03-16,Algeria,,,3
2017-03-16,Argentina,,,18
2017-03-16,Armenia,,,1
2017-03-16,Australia,,,35
2017-03-16,Austria,,,12
2017-03-16,Bahamas,,,2
2017-03-16,Bahrain,,,2
2017-03-16,Bangladesh,,,9
2017-03-16,Belarus,,,5
2017-03-16,Belgium,,,8
2017-03-16,Benin,,,1
2017-03-16,Bolivia,,,2
2017-03-16,Brazil,,,35
2017-03-16,Bulgaria,,,2
2017-03-16,Cameroon,,,1
2017-03-16,Canada,78.57,1,78
2017-03-16,Chile,,,8
2017-03-16,China,,,10
2017-03-16,Colombia,,,19
2017-03-16,Croatia,,,10
2017-03-16,Cyprus,,,1
2017-03-16,Czechia,,,14
2017-03-16,Côte d’Ivoire,,,1
2017-03-16,Denmark,,,13
2017-03-16,Dominican Republic,,,1
2017-03-16,Ecuador,,,3
2017-03-16,Egypt,,,4
2017-03-16,Estonia,,,2
2017-03-16,Fiji,,,1
2017-03-16,Finland,,,4
2017-03-16,France,,,44
2017-03-16,Georgia,,,4
2017-03-16,Germany,,,69
2017-03-16,Greece,,,15
2017-03-16,Guatemala,,,2
2017-03-16,Hong Kong,,,9
2017-03-16,Hungary,,,10
2017-03-16,Iceland,,,2
2017-03-16,India,,,236
2017-03-16,Indonesia,,,22
2017-03-16,Iran,,,1
2017-03-16,Iraq,,,1
2017-03-16,Ireland,,,16
2017-03-16,Israel,,,9
2017-03-16,Italy,,,34
2017-03-16,Japan,,,45
2017-03-16,Jordan,,,1
2017-03-16,Kenya,,,1
2017-03-16,Kosovo,,,1
2017-03-16,Laos,,,1
2017-03-16,Latvia,,,3
2017-03-16,Lithuania,,,1
2017-03-16,Luxembourg,,,1
2017-03-16,Macau,,,1
2017-03-16,Madagascar,,,1
2017-03-16,Malaysia,,,9
2017-03-16,Mali,,,1
2017-03-16,Mexico,,,27
2017-03-16,Moldova,,,1
2017-03-16,Montenegro,,,3
2017-03-16,Morocco,,,3
2017-03-16,Mozambique,,,1
2017-03-16,Nepal,,,2
2017-03-16,Netherlands,,,35
2017-03-16,New Zealand,,,15
2017-03-16,Nigeria,,,4
2017-03-16,Norway,,,7
2017-03-16,Pakistan,,,13
2017-03-16,Palestine,,,1
2017-03-16,Panama,,,7
2017-03-16,Peru,,,9
2017-03-16,Philippines,,,14
2017-03-16,Poland,,,24
2017-03-16,Portugal,,,6
2017-03-16,Puerto Rico,,,1
2017-03-16,Qatar,,,1
2017-03-16,Romania,,,6
2017-03-16,Russia,,,35
2017-03-16,Saudi Arabia,,,4
2017-03-16,Serbia,,,4
2017-03-16,Singapore,,,12
2017-03-16,Slovakia,,,5
2017-03-16,Slovenia,,,4
2017-03-16,South Africa,,,9
2017-03-16,South Korea,,,16
2017-03-16,Spain,,,17
2017-03-16,Sri Lanka,,,4
2017-03-16,Sudan,,,1
2017-03-16,Sweden,,,9
2017-03-16,Switzerland,,,20
2017-03-16,Taiwan,,,30
2017-03-16,Tanzania,,,1
2017-03-16,Thailand,,,22
2017-03-16,Trinidad & Tobago,,,1
2017-03-16,Tunisia,,,3
2017-03-16,Turkey,,,25
2017-03-16,Uganda,,,1
2017-03-16,Ukraine,,,25
2017-03-16,United Arab Emirates,,,9
2017-03-16,United Kingdom,,,127
2017-03-16,United States,4081.1,28,967
2017-03-16,Uruguay,,,1
2017-03-16,Uzbekistan,,,1
2017-03-16,Venezuela,,,11
2017-03-16,Vietnam,,,15
2017-03-17,Algeria,,,5
2017-03-17,Argentina,,,15
2017-03-17,Australia,,,28
2017-03-17,Austria,,,4
2017-03-17,Azerbaijan,,,1
2017-03-17,Bahrain,,,3
2017-03-17,Bangladesh,,,7
2017-03-17,Belgium,,,9
2017-03-17,Belize,,,1
2017-03-17,Bosnia & Herzegovina,,,2
2017-03-17,Brazil,,,31
2017-03-17,Bulgaria,,,5
2017-03-17,Cambodia,,,6
2017-03-17,Canada,,,55
2017-03-17,Chile,,,6
2017-03-17,China,,,6
2017-03-17,Colombia,,,8
2017-03-17,Costa Rica,,,2
2017-03-17,Croatia,,,5
2017-03-17,Czechia,,,20
2017-03-17,Côte d’Ivoire,,,2
2017-03-17,Denmark,,,16
2017-03-17,Dominican Republic,,,3
2017-03-17,Ecuador,,,4
2017-03-17,Egypt,,,10
2017-03-17,Estonia,,,3
2017-03-17,Finland,,,1
2017-03-17,France,,,46
2017-03-17,Georgia,,,1
2017-03-17,Germany,,,51
2017-03-17,Greece,,,9
2017-03-17,Guinea,,,1
2017-03-17,Guyana,,,1
2017-03-17,Honduras,,,2
2017-03-17,Hong Kong,,,11
2017-03-17,Hungary,,,5
2017-03-17,Iceland,,,1
2017-03-17,India,,,144
2017-03-17,Indonesia,,,35
2017-03-17,Iran,,,1
2017-03-17,Iraq,,,2
2017-03-17,Ireland,,,14
2017-03-17,Israel,,,8
2017-03-17,Italy,,,39
2017-03-17,Japan,,,36
2017-03-17,Kazakhstan,,,1
2017-03-17,Kuwait,,,1
2017-03-17,Latvia,,,3
2017-03-17,Lebanon,,,2
2017-03-17,Libya,,,1
2017-03-17,Lithuania,,,1
2017-03-17,Macedonia (FYROM),,,3
2017-03-17,Malaysia,,,7
2017-03-17,Mexico,,,20
2017-03-17,Moldova,,,1
2017-03-17,Morocco,,,4
2017-03-17,Myanmar (Burma),,,2
2017-03-17,Netherlands,,,28
2017-03-17,New Zealand,,,9
2017-03-17,Nigeria,,,2
2017-03-17,Norway,,,4
2017-03-17,Pakistan,,,13
2017-03-17,Palestine,,,1
2017-03-17,Panama,,,1
2017-03-17,Paraguay,,,1
2017-03-17,Peru,,,5
2017-03-17,Philippines,,,17
2017-03-17,Poland,,,35
2017-03-17,Portugal,,,8
2017-03-17,Puerto Rico,,,1
2017-03-17,Qatar,,,2
2017-03-17,Romania,,,3
2017-03-17,Russia,,,28
2017-03-17,Rwanda,,,1
2017-03-17,Saudi Arabia,,,5
2017-03-17,Senegal,,,1
2017-03-17,Serbia,,,5
2017-03-17,Singapore,,,8
2017-03-17,Slovakia,,,8
2017-03-17,Slovenia,,,1
2017-03-17,South Africa,,,10
2017-03-17,South Korea,,,10
2017-03-17,Spain,,,9
2017-03-17,Sri Lanka,,,3
2017-03-17,Sweden,,,14
2017-03-17,Switzerland,,,12
2017-03-17,Taiwan,,,43
2017-03-17,Thailand,,,22
2017-03-17,Tunisia,,,2
2017-03-17,Turkey,,,34
2017-03-17,Uganda,,,1
2017-03-17,Ukraine,,,9
2017-03-17,United Arab Emirates,,,9
2017-03-17,United Kingdom,,,121
2017-03-17,United States,3215.14,31,906
2017-03-17,Uruguay,,,1
2017-03-17,Venezuela,,,10
2017-03-17,Vietnam,,,15
2017-03-18,(not set),,,1
2017-03-18,Albania,,,1
2017-03-18,Algeria,,,9
2017-03-18,Argentina,,,5
2017-03-18,Australia,,,33
2017-03-18,Austria,,,7
2017-03-18,Bangladesh,,,6
2017-03-18,Belarus,,,1
2017-03-18,Belgium,,,6
2017-03-18,Benin,,,1
2017-03-18,Bosnia & Herzegovina,,,1
2017-03-18,Brazil,,,34
2017-03-18,Bulgaria,,,2
2017-03-18,Cambodia,,,3
2017-03-18,Cameroon,,,1
2017-03-18,Canada,,,50
2017-03-18,Chad,,,1
2017-03-18,Chile,,,7
2017-03-18,China,,,3
2017-03-18,Colombia,,,10
2017-03-18,Costa Rica,,,1
2017-03-18,Croatia,,,7
2017-03-18,Cyprus,,,1
2017-03-18,Czechia,,,11
2017-03-18,Côte d’Ivoire,,,2
2017-03-18,Denmark,,,4
2017-03-18,Dominican Republic,,,1
2017-03-18,Ecuador,,,2
2017-03-18,Egypt,,,9
2017-03-18,El Salvador,,,1
2017-03-18,Estonia,,,2
2017-03-18,Finland,,,4
2017-03-18,France,,,29
2017-03-18,Georgia,,,1
2017-03-18,Germany,,,52
2017-03-18,Greece,,,13
2017-03-18,Guatemala,,,2
2017-03-18,Hong Kong,,,14
2017-03-18,Hungary,,,7
2017-03-18,India,,,105
2017-03-18,Indonesia,,,19
2017-03-18,Iran,,,1
2017-03-18,Iraq,,,2
2017-03-18,Ireland,,,9
2017-03-18,Israel,,,5
2017-03-18,Italy,,,16
2017-03-18,Japan,,,37
2017-03-18,Jordan,,,2
2017-03-18,Latvia,,,5
2017-03-18,Lebanon,,,1
2017-03-18,Lithuania,,,1
2017-03-18,Malaysia,,,9
2017-03-18,Mexico,,,23
2017-03-18,Montenegro,,,1
2017-03-18,Morocco,,,6
2017-03-18,Netherlands,,,22
2017-03-18,New Zealand,,,4
2017-03-18,Nicaragua,,,1
2017-03-18,Nigeria,,,5
2017-03-18,Norway,,,4
2017-03-18,Pakistan,,,13
